Company,firm,year,mktcap,sharepr,bkvalue,opincome,sharesno,EPS,BVPS,tdebt,debteq,equity,avrgdebteq,dividends,div,retearnings,size,Q-ratio,EV,netprofit
MAZOR,18,2010,262443354.5,2.16,226145253,42611623,121501553,0.350708464,1.861254012,34897518,0.13297162,234286453,0.349123318,19033192,1,154261505,0,1.160507908,134354184.5,33767927
MAZOR,18,2011,168887158.7,1.39,214099429,1687187,121501553,0.013886135,1.762112695,38817148,0.229840731,222495629,0.349123318,21921644,1,142215681,0,0.788825825,103647126.7,9875820
MAZOR,18,2012,170102174.2,1.4,213191760,2510483,121501553,0.020662147,1.754642264,35998517,0.211628788,221587960,0.349123318,3374297,1,144642173,0,0.797883437,133680457.2,5800789
MAZOR,18,2013,212627717.8,1.75,221274154,37301433,121501553,0.307003755,1.821163175,114554780,0.538757511,249670354,0.349123318,1899389,1,172724567,0,0.960924328,194439965.8,30439709
MAZOR,18,2014,263658370,2.17,247186841,39826042,121501553,0.327782164,2.034433593,83299870,0.315938652,275328041,0.349123318,5698409,1,198382254,0,1.066635946,222450257,28412766
MAZOR,18,2015,159167034.4,1.31,201586368,-28010000,121501553,-0.230532033,1.659125855,80284357,0.504403172,220586638,0.349123318,10447082,1,148722620,0,0.78957241,133305074.4,-39212552
MAZOR,18,2016,180429879.3,1.65,222701602,40944595,109351442,0.374431231,2.036567584,103192660,0.57192667,240701602,0.349123318,0,0,177069358,0,0.810186715,125822054.3,28346738
MAZOR,18,2017,229638028.2,2.1,261316617,55594041,109351442,0.508397877,2.389695209,66025388,0.2875194,278316617,0.349123318,9266876,1,214843423,0,0.878773156,127129586.2,47040941
MTN,19,2010,2.24E+11,118.99,43808000000,32137000000,1884000000,17.05785563,23.25265393,80712000000,0.360036678,74074000000,0.453247043,6313000000,1,48977000000,1,5.11726534,2.25E+11,16827000000
MTN,19,2011,2.58E+11,137.09,58159000000,39260000000,1885000000,20.82758621,30.8535809,88709000000,0.343281621,92699000000,0.453247043,11722000000,1,56567000000,1,4.443244382,2.60E+11,23787000000
MTN,19,2012,3.04E+11,161.48,58952000000,41318000000,1883000000,21.94264472,31.30748805,88497000000,0.291044561,92887000000,0.453247043,14919000000,1,62247000000,1,5.157871489,3.12E+11,24068000000
MTN,19,2013,4.08E+11,218,84061000000,41152000000,1873000000,21.97116925,44.88040577,1.08E+11,0.26412026,1.22E+11,0.453247043,16187000000,1,77831000000,1,4.857353588,4.18E+11,30862000000
MTN,19,2014,3.83E+11,207,96824000000,49645000000,1848000000,26.86417749,52.39393939,1.20E+11,0.3143312,1.33E+11,0.453247043,20527000000,1,91305000000,1,3.950838635,3.97E+11,37702000000
MTN,19,2015,2.49E+11,135.2,95951000000,35238000000,1845000000,19.09918699,52.00596206,1.62E+11,0.649560623,1.52E+11,0.453247043,23506000000,1,87526000000,1,2.599701931,2.94E+11,23570000000
MTN,19,2016,2.30E+11,122,58758000000,14142000000,1884269758,7.505294791,31.18343313,1.63E+11,0.711102978,1.05E+11,0.453247043,19792000000,1,1.02E+11,1,3.912333818,2.91E+11,-3103000000
MTN,19,2017,2.14E+11,119.02,56297000000,20557000000,1797451000,11.43675127,31.32046437,1.48E+11,0.69249842,94267000000,0.453247043,12565000000,1,92773000000,1,3.800071372,2.77E+11,4541000000
SANTOVA,20,2010,37681455.69,0.03,40750000,12418000,1256048523,0.009886561,0.032443014,160485000,4.258991513,80277000,2.131594288,0,0,-67633000,0,0.924698299,97738455.69,4187000
SANTOVA,20,2011,96328890.21,0.07,43425000,31701000,1376127003,0.023036391,0.031555954,244461000,2.537774488,103415000,2.131594288,0,0,-50718000,0,2.21828187,193980890.2,17325000
SANTOVA,20,2012,114135608.1,0.85,63343000,39425000,134277186,0.293609072,0.471733151,294680000,2.581841065,123699000,2.131594288,0,0,-27053000,0,1.801866159,242269608.1,22499000
SANTOVA,20,2013,150105348.8,1.1,38130000,40810000,136459408,0.299063294,0.279423754,410122000,2.732227754,147963000,2.131594288,0,0,-2155000,0,3.936673192,302247348.8,25097000
SANTOVA,20,2014,259272875.2,1.9,74583000,51771000,136459408,0.379387547,0.546558138,498031000,1.920875833,198510000,2.131594288,3411000,1,25000000,0,3.476299897,470097875.2,30786000
SANTOVA,20,2015,514451968.2,3.77,108025000,54134000,136459408,0.396704051,0.791627353,503557000,0.978822186,230289000,2.131594288,4435000,1,59090000,0,4.762341756,781147968.2,39220000
SANTOVA,20,2016,642997783.7,4.08,163534000,70786000,157597496,0.449156883,1.037668771,636750000,0.990283351,386415000,2.131594288,5794000,1,102027000,0,3.931890516,864159783.7,49895000
SANTOVA,20,2017,504311987.2,3.2,187073000,96783000,157597496,0.614115087,1.187030281,530505000,1.051938113,365567000,2.131594288,8654000,1,156117000,0,2.695803174,705176987.2,64620000
SHOPRITE,21,2010,52445767890,96.5,5360979000,3387037000,543479460,6.232134329,9.864179596,12019681000,0.229183049,5972016000,0.234218042,1062878000,1,5332583000,1,9.782871354,51208812890,2287296000
SHOPRITE,21,2011,62103397894,114.27,6424345000,3907718000,543479460,7.190185256,11.82076872,13560307000,0.218350484,7143450000,0.234218042,1189411000,1,6512451000,1,9.666884001,62292451894,2529542000
SHOPRITE,21,2012,97340910260,170.63,11913421000,4563104000,570479460,7.99871743,20.88317255,18097801000,0.185921839,12807717000,0.234218042,1433824000,1,8745805000,1,8.170693394,93522544260,3042818000
SHOPRITE,21,2013,94357302684,165.4,14211000000,5357000000,570479460,9.39034685,24.91062518,18228000000,0.193180596,15252270000,0.234218042,1707017000,1,11184825000,1,6.639737012,92445518684,3615308000
SHOPRITE,21,2014,80184888241,139.97,16058000000,5708000000,572871960,9.963832058,28.03069642,23250000000,0.289954884,17283000000,0.234218042,1868000000,1,13218000000,1,4.993454243,76834888241,3740000000
SHOPRITE,21,2015,87437447255,152.63,17702000000,6183000000,572871960,10.79298767,30.90044763,24760000000,0.283173866,19160000000,0.234218042,1947000000,1,15172000000,1,4.939410646,85319447255,4134000000
SHOPRITE,21,2016,1.10E+11,191.39,19546000000,7221000000,572871960,12.60491088,34.11931699,26864000000,0.245015676,21403000000,0.234218042,2152000000,1,17155000000,1,5.609432335,1.11E+11,4847000000
SHOPRITE,21,2017,1.22E+11,203.62,25394000000,7725000000,600021829,12.8745316,42.3217936,27974000000,0.228963939,27749000000,0.234218042,2595000000,1,18838000000,1,4.811232764,1.23E+11,5436000000
TIGER BRANDS,22,2010,36707037665,193,6615600000,2827500000,190191905,14.86656333,34.7838148,4382500000,0.119391274,8601400000,0.136392244,1179500000,1,9366500000,1,5.548557601,36951037665,2175500000
TIGER BRANDS,22,2011,47664314090,250.02,6419800000,3371300000,190642005,17.68393067,33.67463535,5950600000,0.124843924,10245500000,0.136392244,1230200000,1,10978600000,1,7.424579284,49720914090,2578300000
TIGER BRANDS,22,2012,62521104426,327,7683400000,3479100000,191196038,18.19650677,40.18597917,6157900000,0.098493142,11695500000,0.136392244,1318200000,1,12142500000,1,8.137166414,64095504426,2747800000
TIGER BRANDS,22,2013,51129765633,266.93,8390900000,3080400000,191547468,16.08165345,43.80585182,11425500000,0.223460833,13906500000,0.136392244,1426100000,1,13081200000,1,6.093478129,56628165633,2389600000
TIGER BRANDS,22,2014,70648479520,368.06,9420500000,2500500000,191948268,13.02694745,49.07832771,10904800000,0.154352933,13947200000,0.136392244,1467200000,1,13198800000,1,7.499440531,74907479520,1863800000
TIGER BRANDS,22,2015,60502008420,315,9544600000,3687200000,192069868,19.19718089,49.69337512,11076700000,0.183079873,13777600000,0.136392244,1643000000,1,13152900000,1,6.338873124,64342708420,942000000
TIGER BRANDS,22,2016,76411155586,397.83,12093400000,3830300000,192069868,19.94222228,62.96354616,8495000000,0.111174866,16033900000,0.136392244,1661100000,1,14373400000,1,6.318417946,78925455586,3294100000
TIGER BRANDS,22,2017,88352139280,460,13464200000,4524000000,192069868,23.55392882,70.10053238,6744900000,0.076341106,17061200000,0.136392244,1834100000,1,15544500000,1,6.562004373,88178739280,3033000000
VALUE,23,2010,729135123.8,3.75,459290000,142372000,194436033,0.732230533,2.362165042,579219000,0.79439185,485006000,0.881901788,37668000,1,512389000,0,1.587526669,795878123.8,91370000
VALUE,23,2011,797187735.3,4.1,471163000,154223000,194436033,0.793181169,2.423228826,732187000,0.918462449,502774000,0.881901788,27982000,1,578625000,0,1.691957423,996016735.3,94111000
VALUE,23,2012,1070601611,5.39,545366000,176987000,198627386,0.891050341,2.745673751,796725000,0.744184384,582728000,0.881901788,31284000,1,656808000,0,1.963088294,1320719611,109502000
VALUE,23,2013,1122244731,5.65,612053000,166411000,198627386,0.837804914,3.081412953,758338000,0.675733179,650117000,0.881901788,36272000,1,722239000,0,1.83357443,1264607731,101678000
VALUE,23,2014,1132176100,5.7,677728000,166857000,198627386,0.840050324,3.412057187,789856000,0.697644121,715296000,0.881901788,39734000,1,793694000,0,1.670546444,1214725100,110670000
VALUE,23,2015,764715436.1,3.85,700833000,108697000,198627386,0.547240752,3.528380523,700833000,0.916462473,726094000,0.881901788,35785000,1,826385000,0,1.091152152,920876436.1,68160000
VALUE,23,2016,592839380,3.18,723836000,88306000,186427478,0.473674809,3.882667983,723836000,1.220964775,741251000,0.881901788,26147000,1,800794000,0,0.819024448,772569380,54195000
VALUE,23,2017,682324569.5,3.66,786943000,135414000,186427478,0.726362881,4.221174949,741940000,1.087371074,799598000,0.881901788,27716000,1,861345000,0,0.867057169,776262569.5,83607000
VERIMARK,24,2010,123414114.2,1.08,42613545,28266364,114272328,0.247359658,0.372912198,80596102,0.65305417,56899109,0.649651155,0,0,31438696,0,2.89612409,128529169.2,13617978
VERIMARK,24,2011,219402869.8,1.92,66284042,57737534,114272328,0.505262604,0.580053309,90546256,0.412694037,80626333,0.649651155,6454797,1,58508962,0,3.310040594,229793009.8,33482606
VERIMARK,24,2012,141697686.7,1.24,77583485,48982878,114272328,0.42865039,0.678935017,63196248,0.445993505,92246445,0.649651155,15582772,1,69734032,0,1.826389814,159071979.7,26807842
VERIMARK,24,2013,102845095.2,0.9,73022152,16586645,114272328,0.145150145,0.639018678,115874793,1.126692457,87448631,0.649651155,14025347,1,64586833,0,1.408409536,156290695.2,8878148
VERIMARK,24,2014,86846969.28,0.76,100284101,29643967,114272328,0.259415097,0.877588676,45201696,0.520475226,115177260,0.649651155,0,0,82248227,0,0.866009352,100808706.3,17661394
VERIMARK,24,2015,73134289.92,0.64,111345299,18108223,114272328,0.158465512,0.974385496,52553662,0.718591266,125968214,0.649651155,0,0,93505890,0,0.656824227,91482274.92,11994013
VERIMARK,24,2016,45708931.2,0.4,114310206,17829811,114272328,0.156029122,1.000331471,41142541,0.900098513,128645846,0.649651155,5629696,1,96340362,0,0.399867455,44055971.2,9265281
VERIMARK,24,2017,98274202.08,0.86,136180494,35832585,114272328,0.313571847,1.191718909,41236844,0.419610062,150337008,0.649651155,3995772,1,118170490,0,0.721646685,70030435.08,26312557
WINHOLD,25,2010,186798393.9,1.48,224960000,50470000,126215131,0.399872817,1.782353655,397026000,2.125425127,251654000,2.889721873,11498000,1,114910000,0,0.830362704,425503393.9,30688000
WINHOLD,25,2011,201944209.6,1.6,240822000,51227000,126215131,0.405870513,1.908027969,435313000,2.15561021,267392000,2.889721873,12756000,1,126979000,0,0.838562131,432174209.6,28433000
WINHOLD,25,2012,153982459.8,1.22,247858000,35682000,126215131,0.282707784,1.963774058,424289000,2.755437213,271922000,2.889721873,12860000,1,132915000,0,0.621252733,396784459.8,18411000
WINHOLD,25,2013,94661348.25,0.75,231453000,23474000,126215131,0.18598404,1.833797566,403235000,4.259763963,250994000,2.889721873,9085000,1,121452000,0,0.408987346,315414348.3,-11221000
WINHOLD,25,2014,93399196.94,0.74,243034000,17471000,126215131,0.138422389,1.925553601,305646000,3.27246925,262575000,2.889721873,382000,1,134046000,0,0.384305064,241128196.9,15276000
WINHOLD,25,2015,76991229.91,0.61,254794000,21408000,126215131,0.169615163,2.01872785,332412000,4.317530716,274335000,2.889721873,0,0,148400000,0,0.302170498,179066229.9,12401000
WINHOLD,25,2016,131263736.2,1.04,285902000,39610000,126215131,0.313829251,2.265195922,293137000,2.233191043,305443000,2.889721873,0,0,175802000,0,0.459121434,208710736.2,31135000
WINHOLD,25,2017,104758558.7,0.83,296527000,28241000,126215131,0.223752887,2.349377588,209344000,1.998347462,312468000,2.889721873,8835000,1,183649000,0,0.353285059,125426558.7,19631000
WOOLWORTHS,26,2010,21296404567,25.12,3004000000,1654000000,847786806,1.950962186,3.543343655,5614000000,0.263612573,3396000000,0.380147872,725000000,1,3396000000,1,7.089349057,19991404567,1268000000
WOOLWORTHS,26,2011,30522318372,36,3400000000,2122000000,847842177,2.502824296,4.010180305,4972000000,0.162897193,4093000000,0.365707272,923000000,1,4008000000,1,8.977152462,28844318372,1647000000
WOOLWORTHS,26,2012,49930562963,59.77,3353000000,2687000000,835378333,3.216506694,4.013750258,5473000000,0.109612223,4572000000,0.365707272,1299000000,1,5363000000,1,14.89131016,48427562963,2059000000
WOOLWORTHS,26,2013,62515723120,74.19,3212000000,3469000000,842643525,4.116806095,3.811813542,6551000000,0.104789638,5904000000,0.365707272,1640000000,1,6115000000,1,19.46317656,62070723120,2638000000
WOOLWORTHS,26,2014,59214117802,69.91,4006000000,3943000000,847004975,4.655226494,4.729606222,15317000000,0.258671421,6952000000,0.365707272,1969000000,1,6692000000,1,14.78135741,58657117802,2990000000
WOOLWORTHS,26,2015,97876019888,96.28,-1403000000,5587000000,1016576858,5.495895324,-1.380121915,27158000000,0.277473482,14297000000,0.365707272,2047000000,1,5830100000,1,-69.76195288,1.12E+11,3120000000
WOOLWORTHS,26,2016,80847414773,77.29,2191300000,1494900000,1046026844,1.429122024,2.094879317,14720300000,0.182075086,19853000000,0.365707272,1184800000,1,3124500000,1,36.89472677,95240414773,4353000000
WOOLWORTHS,26,2017,77522602987,59.89,3343300000,23260000000,1294416480,17.96948692,2.582862666,1.30E+11,1.682051363,56150000000,0.365707272,540900000,1,3797200000,1,23.18745042,77522602987,15934000000
AFRICAN OXYGEN,27,2010,6200000000,18,2572000000,220000000,340000000,0.638758,7.50176,2559000000,0.414658,2700000000,0.05,117000000,1,1952000000,0,2.410575428,7074000000,110000000
AFRICAN OXYGEN,27,2011,6500000000,19.1,2736000000,340000000,340000000,0.985846,7.9801,2489000000,0.380088,2900000000,0.05,93000000,1,2041000000,0,2.375730994,7254000000,180000000
AFRICAN OXYGEN,27,2012,7800000000,22.8,2725000000,440000000,340000000,1.28043,8.25718,2556000000,0.326978,2800000000,0.05,154000000,1,2157000000,0,2.862385321,8442000000,280000000
AFRICAN OXYGEN,27,2013,6800000000,19.8,3239000000,510000000,340000000,1.49919,9.4472,2768000000,0.407749,3200000000,0.05,139000000,1,2307000000,0,2.099413399,7486000000,320000000
AFRICAN OXYGEN,27,2014,4700000000,13.6,3047000000,200000000,340000000,0.583341,8.88719,2862000000,0.613794,3000000000,0.05,136000000,1,2254000000,0,1.54250082,5231000000,96000000
AFRICAN OXYGEN,27,2015,5900000000,17.26,3437000000,510000000,340000000,1.48168,10.1151,2827000000,0.477724,3500000000,0.05,56000000,1,2612000000,0,1.716613326,6085000000,430000000
AFRICAN OXYGEN,27,2016,6800000000,19.8,3655000000,850000000,340000000,2.47336,10.7451,2763000000,0.407013,3700000000,0.05,275000000,1,3202000000,0,1.860465116,6674000000,600000000
AFRICAN OXYGEN,27,2017,11000000000,31,4017000000,860000000,340000000,2.49378,11.766,2922000000,0.274923,4000000000,0.05,315000000,1,3536000000,0,2.738361962,10689000000,640000000
ADVTECH,28,2010,21320582847,53.19,534100000,202900000,400838181,0.506189304,1.332457898,306800000,0.014389851,677800000,0.071047851,0,0,620000000,1,39.91870969,21283082847,148800000
ADVTECH,28,2011,27929602772,66.36,616800000,230000000,420880090,0.546473938,1.465500542,403800000,0.014457778,751200000,0.071047851,47800000,1,728400000,1,45.28145715,27953502772,156300000
ADVTECH,28,2012,28777802247,68.31,663800000,200000000,421282422,0.474740909,1.575665077,542600000,0.01885481,793100000,0.071047851,107200000,1,759400000,1,43.35312179,28840002247,138400000
ADVTECH,28,2013,32025889720,76.02,727800000,221700000,421282422,0.526250298,1.727582168,779700000,0.024345928,853000000,0.071047851,99400000,1,815500000,1,44.00369569,32228289720,155700000
ADVTECH,28,2014,37207663511,88.32,799700000,256400000,421282422,0.608617845,1.898251525,1031400000,0.027720096,928800000,0.071047851,105600000,1,876900000,1,46.52702702,37148863511,167100000
ADVTECH,28,2015,7308555795,13.77,1864800000,448300000,530759317,0.844638965,3.513456929,1149100000,0.157226685,2254500000,0.071047851,116900000,1,984700000,1,3.919216964,8476955795,238000000
ADVTECH,28,2016,10583172000,19.73,2152700000,608100000,536400000,1.133668904,4.013236391,1116000000,0.105450426,2677300000,0.071047851,164500000,1,1196300000,1,4.916231709,11667272000,371600000
ADVTECH,28,2017,8634184000,15.86,2267100000,640100000,544400000,1.17578986,4.164401176,1778100000,0.205937237,2880100000,0.071047851,186100000,1,1383300000,1,3.808470734,10282684000,373600000
ASSORE,29,2010,21918299000,157,7966731000,2297966000,139607000,16.46024913,57.06541219,4380521000,0.199856795,7969478000,0.118816418,360625000,1,9697261000,1,2.751228703,21146803000,1479524000
ASSORE,29,2011,28591513600,204.8,10877244000,4503066000,139607000,32.25530238,77.9133138,4152143000,0.145222917,10879811000,0.118816418,540382000,1,12390460000,1,2.628562309,26525213600,3219754000
ASSORE,29,2012,46070310000,330,11300558000,5610123000,139607000,40.18511249,80.945497,6134247000,0.133149679,11327260000,0.118816418,1947872000,1,15907437000,1,4.076817269,44660850000,4033013000
ASSORE,29,2013,60170617000,431,14124899000,5697373000,139607000,40.81008116,101.1761516,6097326000,0.101333945,14151421000,0.118816418,1631343000,1,18765442000,1,4.25989715,57029295000,3425644000
ASSORE,29,2014,29433343810,210.83,17426521000,119111000,139607000,0.853187877,124.8255532,1504783000,0.051125112,17452863000,0.118816418,831330000,1,21935592000,1,1.688997122,28323704810,4005123000
ASSORE,29,2015,10889346000,78,17798559000,149269000,139607000,1.069208564,127.4904482,1688347000,0.155045767,17824721000,0.118816418,905465000,1,22461703000,1,0.61181054,9340882000,1403371000
ASSORE,29,2016,19558940700,140.1,18909942000,109571000,139607000,0.784853195,135.4512453,1916927000,0.098007711,18911609000,0.118816418,726180000,1,23485031000,1,1.034320502,16924138700,1539363000
ASSORE,29,2017,40374344400,289.2,21913841000,1744574000,139607000,12.49632182,156.9680675,2696579000,0.066789419,22624952000,0.118816418,1630518000,1,27370925000,1,1.842412948,35351633400,5021171000
EXXARO,30,2010,60875169100,170,17391000000,2488000000,358089230,6.947988913,48.56610739,11143000000,0.183046719,17414000000,0.37183156,1056000000,1,12946000000,1,3.50038348,63118169100,5378000000
EXXARO,30,2011,70846909600,200,26045000000,2808000000,354234548,7.92695127,73.52473142,10747000000,0.151693279,23608000000,0.37183156,2123000000,1,18027000000,1,2.720173146,72869909600,8198000000
EXXARO,30,2012,58426745291,163.3,27844000000,1738000000,357787785,4.857628105,77.82266798,13611000000,0.232958381,28806000000,0.37183156,3012000000,1,24784000000,1,2.098360339,60637745291,9715000000
EXXARO,30,2013,51070852168,142.61,35321000000,992000000,358115505,2.770055991,98.63018916,13009000000,0.254724553,36272000000,0.37183156,1387000000,1,29668000000,1,1.44590618,54473852168,8844000000
EXXARO,30,2014,34737203985,97,34623000000,1204000000,358115505,3.362043763,96.68109735,12772000000,0.367674958,34425000000,0.37183156,2055000000,1,25985000000,1,1.003298501,35808203985,306000000
EXXARO,30,2015,26045740679,72.73,35214000000,4922000000,358115505,13.74416894,98.33140288,17356000000,0.666366152,34226000000,0.37183156,984000000,1,25670000000,1,0.739641639,28257740679,2434000000
EXXARO,30,2016,43070551786,120.27,36157000000,4484000000,358115505,12.52109986,100.9646315,23743000000,0.55125832,35087000000,0.37183156,625000000,1,31281000000,1,1.191209221,43604551786,4741000000
EXXARO,30,2017,37987045249,105.9,40999000000,5220000000,358706754,14.55227687,114.2967049,21536000000,0.566930117,39365000000,0.37183156,2227000000,1,30962000000,1,0.926535897,37179045249,4680000000
IMPLATS,31,2010,1.15E+11,182.25,44715000000,7031000000,631714000,11.13003669,70.7836141,16838000000,0.14625222,45733000000,0.509148593,1920000000,1,30017000000,1,2.57474844,1.15E+11,4768000000
IMPLATS,31,2011,1.00E+11,166.73,48592000000,10193000000,600990000,16.96034876,80.85325879,17994000000,0.179575349,49610000000,0.509148593,2519000000,1,34136000000,1,2.062130859,99550062700,6319000000
IMPLATS,31,2012,85405056000,140.8,51457000000,5592000000,606570000,9.219051387,84.83274808,19771000000,0.231496833,52475000000,0.509148593,3364000000,1,34869000000,1,1.659736401,90028056000,5270000000
IMPLATS,31,2013,73982329000,121.9,54616000000,2214000000,606910000,3.647987346,89.99027862,25686000000,0.347191016,54616000000,0.509148593,580000000,1,35300000000,1,1.354590761,79927329000,2392000000
IMPLATS,31,2014,51435346500,84.73,54917000000,-21000000,607050000,-0.034593526,90.46536529,24950000000,0.485074986,54917000000,0.509148593,371000000,1,34936000000,1,0.936601535,57467346500,540000000
IMPLATS,31,2015,23299730400,38.38,52362000000,-4029000000,607080000,-6.636687092,86.25222376,24853000000,1.066664703,52362000000,0.509148593,0,0,31271000000,1,0.444974035,31036730400,-2654000000
IMPLATS,31,2016,48556305600,68.42,58456000000,-370000000,709680000,-0.521361741,82.36951866,26560000000,0.546993839,58456000000,0.509148593,0,0,31200000000,1,0.830647078,53595305600,2369000000
IMPLATS,31,2017,22663892000,31.4,49232000000,-10453000000,721780000,0.576740835,68.2091496,24249000000,1.069939797,49232000000,0.509148593,0,0,22982000000,1,0.460348798,26710892000,-9634000000
MERAFE,32,2010,3739832091,1.5,2575005000,416280000,2476656043,0.090931355,1.032802384,1242603000,0.332261708,2575005000,0.71030197,49187000,1,1272279000,0,1.452359157,3732725091,278704000
MERAFE,32,2011,2144170399,0.86,2658668000,226712000,2493221394,0.038508012,1.06635857,1263470000,0.589258205,2658668000,0.71030197,49533000,1,1339496000,0,0.806482945,2236997399,116750000
MERAFE,32,2012,1820051618,0.73,2709629000,96009000,2493221394,0.038508012,1.086798391,1582483000,0.869471494,2709629000,0.71030197,0,0,1388369000,0,0.671697719,2261916618,48873000
MERAFE,32,2013,2693705106,1.08,2925837000,304660000,2494171394,0.122148783,1.173069745,2077773000,0.771343899,2925837000,0.71030197,0,0,1598985000,0,0.920661372,3300233106,210616000
MERAFE,32,2014,2054390179,0.82,3123502000,351930000,2505353877,0.140471174,1.246730863,2277645000,1.108672064,3123502000,0.71030197,27952000,1,1804220000,0,0.657720142,2847545179,214097000
MERAFE,32,2015,1933242271,0.77,3414689000,542239000,2510704248,0.215970878,1.360052265,1942916000,1.005003889,3414689000,0.71030197,45192000,1,2120007000,0,0.566154713,2197603271,343457000
MERAFE,32,2016,4343518349,1.73,3897156000,803304000,2510704248,0.319951663,1.552216277,2374380000,0.546649009,3897156000,0.71030197,49963000,1,2602474000,0,1.114535407,4457155349,532430000
MERAFE,32,2017,3740949330,1.49,4635525000,1297047000,2510704248,0.516606845,1.846304679,1719922000,0.459755492,4635525000,0.71030197,175749000,1,3340843000,0,0.807017399,3081432330,914118000
METAIR,33,2010,2135446250,14,1343552000,402949000,152531875,2.641736358,8.808335963,718277000,0.336359204,1369919000,0.554243234,113769000,1,1297256000,0,1.589403499,2013868250,291901000
METAIR,33,2011,3691271375,24.2,1678690000,576223000,152531875,3.77772187,11.00550295,780718000,0.211503821,1701408000,0.554243234,130102000,1,1599664000,0,2.198899961,3465596375,443573000
METAIR,33,2012,5704692125,37.4,1968236000,569809000,152531875,3.735671642,12.90376847,1241139000,0.217564589,2052730000,0.554243234,132103000,1,1755168000,0,2.898378104,5824542125,501498000
METAIR,33,2013,8546443804,42.95,2545221000,445614000,198985886,2.239425162,12.79096247,3660574000,0.428315459,3788752000,0.554243234,155951000,1,1897909000,0,3.357839576,9443101804,536395000
METAIR,33,2014,6670006899,33.52,2968736000,829381000,198985886,4.168039335,14.9193295,3696020000,0.554125364,4238631000,0.554243234,169323000,1,2266646000,0,2.246749761,8036911899,634149000
METAIR,33,2015,3939920543,19.8,3617453000,789618000,198985886,3.968211092,18.17944515,4065916000,1.031979187,4974544000,0.554243234,188429000,1,2630982000,0,1.089142151,5435294543,926804000
METAIR,33,2016,4815458441,24.2,3178112000,731436000,198985886,3.675818495,15.97154484,3851577000,0.799835996,4179573000,0.554243234,152783000,1,2904386000,0,1.515194695,6199074441,-660517000
METAIR,33,2017,4576675378,23,3360965000,847513000,198985886,4.259161376,16.89046931,3909681000,0.854262249,4195537000,0.554243234,153758000,1,3275935000,0,1.36171468,5900258378,149154000
MR PRICE,34,2010,13549002138,51.2,2000853000,991518000,264628948,3.746823647,7.560975529,1539421000,0.113618773,2070823000,0.057562591,348731000,1,2412561000,1,6.771612976,12378259138,661613000
MR PRICE,34,2011,19709564047,74.48,2315020000,1433768000,264628948,5.41803159,8.748173688,1466953000,0.074428485,2394184000,0.057562591,512308000,1,2909725000,1,8.513777007,18341052047,1006938000
MR PRICE,34,2012,32215928130,121.74,2679000000,1741000000,264628948,6.579023244,10.123609,1515000000,0.047026427,2781000000,0.057562591,670000000,1,3537000000,1,12.02535578,31065928130,1642000000
MR PRICE,34,2013,34399116951,129.99,3211000000,2072000000,264628948,7.829831225,12.13397107,1581000000,0.045960482,3316000000,0.057562591,888000000,1,4223000000,1,10.71289846,32147116951,1880000000
MR PRICE,34,2014,53719676444,203,3706000000,2537000000,264628948,9.587008599,14.00451473,2641000000,0.049162619,3922000000,0.057562591,1094000000,1,5048000000,1,14.49532554,51466676444,1879000000
MR PRICE,34,2015,67258093424,254.16,4693000000,3076000000,264628948,11.6238228,17.73426541,2846000000,0.04231461,5021000000,0.057562591,1340000000,1,6048000000,1,14.33157755,64485093424,2251000000
MR PRICE,34,2016,60216317117,227.55,5247000000,3603000000,264628948,13.61529049,19.82776276,2443000000,0.040570399,5620000000,0.057562591,1592000000,1,7184000000,1,11.47633259,58785317117,2586000000
MR PRICE,34,2017,46099727214,174,6373000000,3048000000,264940961,11.50444985,24.05441566,2186000000,0.047418936,6729000000,0.057562591,1688000000,1,7845000000,1,7.233599123,44303727214,2250000000
MUSTEK,35,2010,426138471.9,3.89,1651192000,128031000,109547165,1.168729469,15.07288664,1081555000,2.53803651,641751000,2.861112999,11045000,1,492818000,0,0.258079298,486592471.9,59048000
MUSTEK,35,2011,602509407.5,5.5,644861000,155137000,109547165,1.41616627,5.886606011,956865000,1.588132879,712674000,2.861112999,13146000,1,576181000,0,0.934324463,602706407.5,90733000
MUSTEK,35,2012,648645606.7,5.98,713918000,136929000,108469165,1.262377193,6.581759895,1343041000,2.070531252,774158000,2.861112999,18623000,1,639655000,0,0.908571582,610585606.7,86196000
MUSTEK,35,2013,569274116.3,5.25,781422000,137249000,108433165,1.265747431,7.206485211,1394408000,2.44944915,838911000,2.861112999,18434000,1,706140000,0,0.72851048,349855116.3,90255000
MUSTEK,35,2014,832125528,7.8,874481000,181459000,106682760,1.700921498,8.197022649,1766667000,2.123077517,934513000,2.861112999,21687000,1,791787000,0,0.951565017,960991528,109663000
MUSTEK,35,2015,906705371.3,8.75,950173000,233501000,103623471,2.253360148,9.169476672,2445167000,2.696760246,1013016000,2.861112999,29871000,1,894636000,0,0.954252932,853704371.3,133840000
MUSTEK,35,2016,470400000,4.8,920278000,188828000,98000000,1.926816327,9.390591837,2098221000,4.460503827,987337000,2.861112999,35605000,1,927669000,0,0.511149892,464418000,78590000
MUSTEK,35,2017,403380000,4.86,884945000,173692000,83000000,2.092674699,10.66198795,2001738000,4.962412613,978461000,2.861112999,13950000,1,969164000,0,0.455824938,426052000,65351000
